                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,unique,pop_2023,pop_2020,pop_estimate_2021,pop_over_500k_2021,home_2023,img_rate,imgrate10,immigration_2020,poverty_2020,pov_over_10,violent_crime_rate_2019,vcrime10,ESTIMATESBASE2020,pop_estimate_2020,pop_estimate_2021,NPOPCHG2020,NPOPCHG2021,births_2020,births_2021,deaths_2020,deaths_2021,NATURALCHG2020,NATURALCHG2021,int_mig_2020,INTERNATIONALMIG2021,DOMESTICMIG2020,DOMESTICMIG2021,NETMIG2020,NETMIG2021,shrinking,RESIDUAL2020,RESIDUAL2021,total_pop,total_male_pop,total_female_pop,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
248,"New Orleans-Metairie, LA","962,165","1,007,275",1261726,1,,0.10,0,"97,051",16.9,1,7021,1,1271845,1270366,1261726,-1479,-8640,3514,14626,3528,14530,-14,96,58,1241,-1508,-9824,-1450,-8583,1,-15,-153,"1,007,286","486,429",520857,267204,268912,190155,221855,2980,2990,16837,17106,375,353,8878,9641,274734,277030,195004,227160,5969,6534,19666,20135,810,773,421416,460229,213140,219108,183018,214907,1688,1787,16410,16624,142,164,7018,7639,219104,225541,186881,219169,3840,4344,18735,19087,459,465,65013,60628,54064,49804,7137,6948,1292,1203,427,482,233,189,1860,2002,55630,51489,8123,7991,2129,2190,931,1048,351,308
249,"New York-Newark-Jersey City, NY-NJ-PA","19,498,249","20,081,935",19768458,1,,0.29,1,"5,881,173",12.4,1,,0,20140470,20096413,19768458,-44057,-327955,54681,215362,42342,177015,12339,38347,1161,23681,-57724,-385455,-56563,-361774,1,167,-4528,"20,081,990","9,781,988",10300002,6361225,6516769,1848883,2118613,105825,102103,1198152,1278874,15901,16428,252002,267215,6566062,6730796,2002021,2286860,166017,168273,1295168,1378384,28986,30733,7277612,7743946,4427667,4565957,1496153,1732893,18128,19323,1171906,1252124,4404,4756,159354,168893,4552446,4695991,1578993,1825314,48982,54197,1254629,1336433,13174,14484,2504376,2556056,1933558,1950812,352730,385720,87697,82780,26246,26750,11497,11672,92648,98322,2013616,2034805,423028,461546,117035,114076,40539,41951,15812,16249
250,"Niles, MI MSA","152,261","154,316",153101,0,,0.05,0,"7,778",16.3,1,845,0,154316,154095,153101,-221,-994,377,1564,509,2027,-132,-463,0,64,-80,-610,-80,-546,1,-9,15,"154,318","75,938",78380,61033,61991,10612,11901,543,499,1553,1752,89,74,2108,2163,62990,63983,11819,13174,1157,1178,2065,2211,168,162,71187,73929,56958,58163,10350,11652,400,381,1507,1707,75,64,1897,1962,58720,59979,11441,12812,922,961,1986,2133,144,142,4751,4451,4075,3828,262,249,143,118,46,45,14,10,211,201,4270,4004,378,362,235,217,79,78,24,20
251,"North Port-Sarasota-Bradenton, FL","910,108","833,716",859760,1,,0.13,1,"104,875",9.76,0,2732,1,833716,837107,859760,3391,22653,1463,6144,3091,12787,-1628,-6643,33,505,5141,29186,5174,29691,0,-155,-395,"833,724","401,967",431757,356696,382212,27872,30043,1837,1815,7868,9607,349,341,7345,7739,363482,389292,31875,34258,3705,3897,9906,11795,738,724,344648,375047,304703,330660,25411,27583,765,838,7485,9305,188,176,6096,6485,310327,336572,28631,30996,2290,2584,9324,11283,509,499,57319,56710,51993,51552,2461,2460,1072,977,383,302,161,165,1249,1254,53155,52720,3244,3262,1415,1313,582,512,229,225
252,"Norwich-New London, CT","279,634","280,430",268805,0,,0.08,0,"22,029",8.46,0,389,0,268555,268248,268805,-307,557,623,2325,709,2938,-86,-613,11,208,-220,921,-209,1129,0,-12,41,"280,428","140,652",139776,116973,117380,10545,9177,1904,1775,5405,5718,242,175,5583,5551,121887,122254,13774,12515,3759,3682,6923,7154,537,410,120041,119835,101642,102471,7942,6692,1079,999,5151,5483,104,94,4123,4096,105260,106035,10189,9039,2407,2354,6442,6724,305,257,20611,19941,15331,14909,2603,2485,825,776,254,235,138,81,1460,1455,16627,16219,3585,3476,1352,1328,481,430,232,153
253,"Ocala, FL MSA","409,959","375,908",385915,0,285,0.08,0,"30,982",15.5,1,1556,1,375908,377370,385915,1462,8545,795,3442,1669,6192,-874,-2750,-2,109,2388,11331,2386,11440,0,-50,-145,"375,904","181,348",194556,148704,159051,24506,26696,1049,992,2995,3779,155,169,3939,3869,152231,162467,26773,28912,2228,2200,3842,4655,393,387,153206,166825,123928,134560,22445,24706,625,616,2877,3669,87,102,3244,3172,126815,137324,24286,26498,1588,1604,3633,4443,282,290,28142,27731,24776,24491,2061,1990,424,376,118,110,68,67,695,697,25416,25143,2487,2414,640,596,209,212,111,97
254,"Odessa, TX MSA","164,494","165,171",161091,0,,0.16,1,"25,901",13,1,1451,1,165171,165467,161091,296,-4376,750,3059,368,1467,382,1592,3,134,-105,-6012,-102,-5878,1,16,-90,165170,84793,80377,75650,71985,5117,4479,1309,1133,1160,1226,230,262,1327,1292,76909,73218,5741,5112,1870,1642,1361,1426,268,307,33040,31965,26485,25850,4295,3745,349,314,949,1054,133,164,829,838,27274,26648,4716,4197,640,586,1102,1205,152,188,51753,48412,49165,46135,822,734,960,819,211,172,97,98,498,454,49635,46570,1025,915,1230,1056,259,221,116,119
255,"Ogden, UT MSA","658,133","637,197",706696,1,,0.06,0,"37,616",6.71,0,1167,1,694863,696620,706696,1757,10076,2391,9207,1287,4895,1104,4312,-5,54,608,5627,603,5681,0,50,83,"637,207","323,253",313954,297693,289494,5586,4127,3314,3239,5501,6592,2101,1905,9058,8597,306237,297659,8294,6580,5613,5483,9650,10554,3503,3187,277733,271139,257728,251792,4516,3179,1464,1488,4906,6075,1879,1676,7240,6929,264560,258386,6618,5114,2904,2891,8541,9558,3087,2811,45520,42815,39965,37702,1070,948,1850,1751,595,517,222,229,1818,1668,41677,39273,1676,1466,2709,2592,1109,996,416,376
256,"Oklahoma City, OK MSA","1,477,926","1,425,695",1441647,1,243.8,0.08,0,"115,714",13.5,1,6506,1,1425695,1428709,1441647,3014,12938,4213,17025,3738,14913,475,2112,39,507,2459,10224,2498,10731,0,41,95,"1,425,703","706,420",719283,532458,536769,75458,78771,35117,36203,23129,25775,965,933,39293,40832,568065,573559,89881,93580,58922,61563,29884,32606,2025,1940,596805,616614,441575,452524,71738,75054,26372,27651,22418,25099,659,641,34043,35645,472490,484711,84222,87902,46659,49518,28366,31126,1495,1451,109615,102669,90883,84245,3720,3717,8745,8552,711,676,306,292,5250,5187,95575,88848,5659,5678,12263,12045,1518,1480,530,489
257,"Olympia-Lacey-Tumwater, WA","299,003","294,793",297977,0,,0.08,0,"24,662",9.83,0,715,0,294793,295729,297977,936,2248,758,2904,729,2818,29,86,0,65,912,2064,912,2129,0,-5,33,294792,145004,149788,117774,121700,5961,4760,2708,2648,8132,10216,1519,1494,8910,8970,126029,130002,8908,7664,5386,5484,12195,14226,2614,2580,130268,135541,106225,110407,5398,4267,1879,1882,7785,9916,1357,1363,7624,7706,113291,117562,7913,6754,3914,4086,11418,13492,2298,2283,14736,14247,11549,11293,563,493,829,766,347,300,162,131,1286,1264,12738,12440,995,910,1472,1398,777,734,316,297
258,"Omaha, NE-IA MSA","983,969","967,604",971637,1,,0.08,0,"74,501",9.3,0,3916,1,967604,968493,971637,889,3144,3103,12052,2224,8787,879,3265,16,492,-27,-731,-11,-239,1,21,118,"967,606","483,007",484599,409405,409533,38548,39653,5458,5325,15743,16232,463,442,13390,13414,421655,421743,45996,47096,9120,9099,19701,20173,1118,1160,425486,430730,359701,362959,36761,37882,2025,2136,15341,15896,276,277,11382,11580,370159,373536,43199,44470,4691,5016,18908,19411,798,824,57521,53869,49704,46574,1787,1771,3433,3189,402,336,187,165,2008,1834,51496,48207,2797,2626,4429,4083,793,762,320,336
259,"Orlando-Kissimmee-Sanford, FL","2,817,933","2,673,376",2691925,1,,0.20,1,"528,804",12.8,1,11242,1,2673376,2677687,2691925,4311,14238,6759,28048,5793,23571,966,4477,601,5920,2701,4019,3302,9939,0,43,-178,"2,673,391","1,313,009",1360382,970104,993025,236192,253815,8442,7906,59627,66232,2611,2504,36033,36900,1001140,1024545,258426,276660,16174,16012,71551,78628,5001,4962,890003,927414,600705,613692,203418,220456,3023,3002,56966,63409,1415,1381,24476,25474,621135,634739,217655,235396,7751,8146,66426,73312,3223,3261,423006,432968,369399,379333,32774,33359,5419,4904,2661,2823,1196,1123,11557,11426,380005,389806,40771,41264,8423,7866,5125,5316,1778,1701
260,"Oshkosh-Neenah, WI","171,735",171730,171623,0,,0.03,0,"5,768",11,1,338,0,171730,171646,171623,-84,-23,472,1662,510,1801,-38,-139,-2,73,-42,6,-44,79,0,-2,37,"171,735","87,199",84536,79110,77776,2919,1604,718,562,2660,2890,43,44,1749,1660,80778,79363,3805,2459,1184,1022,3171,3364,108,96,82944,80528,75390,74239,2774,1479,575,435,2607,2842,38,35,1560,1498,76879,75679,3560,2259,953,808,3090,3284,98,80,4255,4008,3720,3537,145,125,143,127,53,48,5,9,189,162,3899,3684,245,200,231,214,81,80,10,16
261,"Owensboro, KY MSA","112,512",112464,121227,0,196.5,0.03,0,"3,413",15.8,1,159,0,121559,121497,121227,-62,-270,314,1392,406,1486,-92,-94,0,33,34,-232,34,-199,1,-4,23,"112,477","55,378",57099,49950,52143,2836,2443,111,119,1113,1026,79,70,1289,1298,51208,53410,3800,3411,292,322,1284,1184,108,100,53082,55109,47975,50406,2721,2367,68,73,1082,995,37,39,1199,1229,49145,51607,3624,3291,226,250,1241,1142,65,67,2296,1990,1975,1737,115,76,43,46,31,31,42,31,90,69,2063,1803,176,120,66,72,43,42,43,33
262,"Oxnard-Thousand Oaks-Ventura, CA","829,590","843,843",839784,1,,0.21,1,"180,505",8.94,0,1830,1,843843,842921,839784,-922,-3137,2067,8380,1753,7178,314,1202,-42,-176,-1196,-4278,-1238,-4454,1,2,115,"843,840","420,070",423770,352965,353744,10942,9354,8297,7692,31135,36076,1286,1183,15445,15721,367239,368268,14600,13123,12940,12519,39480,44436,2724,2713,236304,242299,186333,188727,8262,6826,1236,1219,29062,33981,806,736,10605,10810,196091,198671,10832,9495,3474,3619,35570,40476,1816,1812,183766,181471,166632,165017,2680,2528,7061,6473,2073,2095,480,447,4840,4911,171148,169597,3768,3628,9466,8900,3910,3960,908,901
263,"Paducah, KY-IL MSA","102,267",103486,,,,,0,,15.4,1,,0,,,,,,,,,,,,,,,,,,0,,,"103,480","50,526",52954,44339,46330,4343,4673,217,239,350,449,37,42,1240,1221,45539,47506,5115,5431,551,588,522,638,82,78,49050,51520,43158,45181,4236,4560,136,187,331,424,29,40,1160,1128,44280,46272,4975,5266,436,495,485,594,70,72,1476,1434,1181,1149,107,113,81,52,19,25,8,2,80,93,1259,1234,140,165,115,93,37,44,12,6
264,"Palm Bay-Melbourne-Titusville, FL","643,979","606,612",616628,1,,0.09,0,"56,060",11.2,1,2224,1,606612,608007,616628,1395,8621,1218,4938,2252,8659,-1034,-3721,5,205,2477,12265,2482,12470,0,-53,-128,"606,621","298,525",308096,249115,254015,31893,34171,1459,1426,7061,9032,379,392,8618,9060,256942,262199,36458,39021,3423,3534,10231,12371,892,938,264936,273783,220523,224742,29405,31658,979,945,6800,8767,204,224,7025,7447,226854,231423,32984,35486,2482,2591,9590,11727,624,678,33589,34313,28592,29273,2488,2513,480,481,261,265,175,168,1593,1613,30088,30776,3474,3535,941,943,641,644,268,260
265,"Panama City, FL","216,371","200,534",179168,0,,0.07,0,"13,210",13,1,826,0,175216,174461,179168,-755,4707,445,1908,525,2238,-80,-330,-2,104,-669,5001,-671,5105,0,-4,-68,200531,100814,99717,82537,81613,12102,11181,941,893,1770,2527,175,229,3289,3274,85526,84566,13640,12678,1880,1832,2899,3702,340,423,93220,92574,76222,75710,11539,10672,711,665,1697,2448,124,176,2927,2903,78875,78331,12879,11962,1535,1478,2751,3541,269,350,7594,7143,6315,5903,563,509,230,228,73,79,51,53,362,371,6651,6235,761,716,345,354,148,161,71,73
266,"Parkersburg-Vienna, WV","88,052",89490,88687,0,,,0,n/a,16,1,,0,89490,89179,88687,-311,-492,207,867,382,1329,-175,-462,0,8,-130,-54,-130,-46,1,-6,16,89489,44031,45458,42286,43813,680,450,83,111,209,278,10,15,763,791,43021,44571,1103,909,328,361,341,402,35,49,43433,44881,41754,43318,662,429,75,100,206,273,7,13,729,748,42459,44036,1066,870,307,330,332,390,30,42,598,577,532,495,18,21,8,11,3,5,3,2,34,43,562,535,37,39,21,31,9,12,5,7
267,"Pensacola-Ferry Pass-Brent, FL","530,090","509,905",516388,1,,0.05,0,"26,455",12.5,1,2037,1,509905,511557,516388,1652,4831,1380,5545,1587,6283,-207,-738,18,94,1836,5483,1854,5577,0,5,-8,"509,899","255,558",254341,194162,190327,43248,43826,2257,2147,6328,8433,453,489,9110,9119,202382,198476,47239,47796,4747,4737,10085,12229,1054,1087,238281,239108,179872,177811,41958,42723,1845,1777,6063,8166,374,428,8169,8203,187220,185133,45471,46207,3999,4051,9576,11741,909,958,17277,15233,14290,12516,1290,1103,412,370,265,267,79,61,941,916,15162,13343,1768,1589,748,686,509,488,145,129
268,"Peoria, IL MSA","362,240","368,782",398224,0,148.4,0.04,0,"14,774",12.1,1,1807,1,402391,401160,398224,-1231,-2936,1120,4353,1308,5024,-188,-671,0,122,-1037,-2417,-1037,-2295,1,-6,30,"368,789","181,794",186995,154316,158300,17690,19123,776,665,4689,4651,96,101,4227,4155,158325,162230,20411,21850,1586,1472,5663,5574,218,213,174327,180036,148112,152551,17247,18712,455,403,4606,4515,64,75,3843,3780,151763,156130,19732,21206,1129,1082,5530,5393,182,177,7467,6959,6204,5749,443,411,321,262,83,136,32,26,384,375,6562,6100,679,644,457,390,133,181,36,36
269,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6,246,160","6,245,051",6228601,1,,0.11,1,"707,992",11.9,1,,0,6245051,6241983,6228601,-3068,-13382,15951,64631,16534,67816,-583,-3185,308,4140,-2708,-14763,-2400,-10623,1,-85,426,6245020,3034739,3210281,2096990,2160198,643882,738774,15774,15813,197961,210402,3169,3194,76963,81900,2163533,2229666,693793,793259,34198,36858,222123,235184,6005,6438,2714704,2894477,1859599,1930242,593065,684757,4792,5310,194355,206646,985,1029,61908,66493,1913190,1986689,631538,727261,18018,20974,215883,228928,3180,3486,320035,315804,237391,229956,50817,54017,10982,10503,3606,3756,2184,2165,15055,15407,250343,242977,62255,65998,16180,15884,6240,6256,2825,2952
270,"Phoenix-Mesa-Chandler, AZ","5,070,110","4,845,832",4946145,1,,0.14,1,"682,734",12.7,1,21110,1,4845832,4867925,4946145,22093,78220,12592,53798,11018,45656,1574,8142,26,3247,20344,66850,20370,70097,0,149,-19,"4,851,102","2,423,602",2427500,1994049,1994647,160891,155919,77592,77151,106132,115096,8061,6809,76877,77878,2063340,2064920,194280,189828,99662,99734,135991,144935,14231,13271,1676937,1699822,1328331,1345370,141579,136619,45844,47500,98974,107994,5782,4625,56427,57714,1379183,1397565,167233,162798,58782,61209,122411,131394,10327,9472,746665,727678,665718,649277,19312,19300,31748,29651,7158,7102,2279,2184,20450,20164,684157,667355,27047,27030,40880,38525,13580,13541,3904,3799
271,"Pinehurstâ€“Southern Pines, NC MSA","106,898",99727,,,,0.05,0,"4,969",10.5,1,,0,,,,,,,,,,,,,,,,,,0,,,"99,745","48,591",51154,40542,42212,5494,6313,570,551,776,886,95,93,1114,1099,41520,43174,6103,6903,947,944,1053,1152,137,138,44718,47664,37298,39277,5306,6151,397,416,724,825,29,26,964,969,38146,40119,5838,6674,701,748,974,1076,61,63,3873,3490,3244,2935,188,162,173,135,52,61,66,67,150,130,3374,3055,265,229,246,196,79,76,76,75
272,"Pittsburgh, PA MSA","2,422,725","2,457,000",2353538,1,216.3,0.04,0,"97,690",10.7,1,,0,2370930,2367293,2353538,-3637,-13755,5614,21866,8200,32704,-2586,-10838,54,865,-945,-3993,-891,-3128,1,-160,211,"2,457,036","1,206,851",1250185,1046697,1080519,98969,108533,2106,2042,32748,32075,477,561,25854,26455,1070800,1105029,116563,126902,7147,7418,38587,37790,1110,1238,1178832,1223643,1024641,1060049,96255,105751,1391,1382,32366,31682,373,418,23806,24361,1046883,1082688,112330,122484,5854,6149,37934,37176,940,1009,28019,26542,22056,20470,2714,2782,715,660,382,393,104,143,2048,2094,23917,22341,4233,4418,1293,1269,653,614,170,229
273,"Pittsfield, MA MSA","126,818","129,026",128657,0,331.9,0.06,0,"7,569",9.73,0,475,0,129026,128758,128657,-268,-101,251,865,423,1663,-172,-798,0,68,-81,616,-81,684,0,-15,13,"129,039","62,959",66080,57725,60663,2408,2319,261,203,984,1226,36,46,1545,1623,59159,62178,3379,3338,600,512,1345,1613,92,124,59340,62654,54780,57884,2124,2032,112,103,966,1196,19,34,1339,1405,56024,59207,2934,2882,402,371,1313,1556,70,95,3619,3426,2945,2779,284,287,149,100,18,30,17,12,206,218,3135,2971,445,456,198,141,32,57,22,29
274,"Pocatello, ID MSA","90,400",87018,96213,0,,0.05,0,"4,073",13.8,1,287,0,94896,95056,96213,160,1157,287,1163,257,938,30,225,2,20,126,907,128,927,0,2,5,"87,019","43,595",43424,39431,39168,505,425,1643,1629,652,891,140,119,1224,1192,40594,40314,798,695,2164,2139,1076,1307,254,245,39514,39510,36161,36083,426,371,1207,1190,606,818,120,104,994,944,37116,36995,668,585,1578,1548,976,1180,216,208,4081,3914,3270,3085,79,54,436,439,46,73,20,15,230,248,3478,3319,130,110,586,591,100,127,38,37
275,"Port St. Lucie, FL MSA","536,901","487,657",503521,1,409.9,0.15,1,"74,197",12.2,1,1161,1,487657,489804,503521,2147,13717,1024,4232,1629,6930,-605,-2698,12,297,2795,16348,2807,16645,0,-55,-230,"551,737","270,066",281671,251955,263249,7016,5914,921,1002,4769,6125,95,93,5310,5288,257138,268406,8952,7757,2846,2921,6537,7920,271,294,263460,275504,246382,258056,6677,5619,741,824,4681,6023,75,82,4904,4900,251180,262853,8390,7271,2505,2577,6366,7728,226,247,6606,6167,5573,5193,339,295,180,178,88,102,20,11,406,388,5958,5553,562,486,341,344,171,192,45,47
276,"Portland-South Portland, ME","566,329","551,740",556893,1,,0.05,0,"27,988",8.11,0,619,0,551740,552089,556893,349,4804,1213,4707,1613,6349,-400,-1642,30,558,747,5878,777,6436,0,-28,10,"2,512,843","1,252,378",1260465,1038872,1041459,44536,39514,17213,16217,87623,98948,7877,7563,56257,56764,1091352,1094418,62173,56712,34497,34250,113187,124529,13899,13949,1080674,1100448,892387,905194,40146,35596,8421,8454,85396,96585,7104,6867,47220,47752,936449,949816,54796,49863,21301,22120,107924,119105,12170,12231,171704,160017,146485,136265,4390,3918,8792,7763,2227,2363,773,696,9037,9012,154903,144602,7377,6849,13196,12130,5263,5424,1729,1718
277,"Portland-Vancouver-Hillsboro, OR-WA","2,508,050","2,512,859",2511612,1,,0.13,1,"314,817",10.1,1,7565,1,2512859,2516230,2511612,3371,-4618,6345,24116,5633,22556,712,1560,71,1127,2567,-7441,2638,-6314,1,21,136,"487,660","240,135",247525,189009,193770,39749,41074,2045,1758,3804,5278,356,310,5172,5335,193432,198287,42959,44401,3314,3157,5232,6757,754,688,193833,203387,148362,154935,37185,38615,517,476,3560,5044,144,155,4065,4162,151768,158380,39647,41141,1462,1528,4792,6314,470,467,46302,44138,40647,38835,2564,2459,1528,1282,244,234,212,155,1107,1173,41664,39907,3312,3260,1852,1629,440,443,284,221
278,"Prescott Valley-Prescott, AZ","249,081","236,209",242253,0,,0.07,0,"16,094",,,651,0,236209,237067,242253,858,5186,388,1740,917,3729,-529,-1989,2,-19,1430,7287,1432,7268,0,-45,-93,"236,210","116,281",119929,108240,111713,1249,974,2530,2551,1314,1690,202,178,2746,2823,110780,114323,1923,1647,4009,4132,2082,2430,446,426,98597,103204,92561,96923,1022,771,1605,1672,1137,1523,152,122,2120,2193,94523,98967,1563,1322,2643,2824,1790,2139,351,322,17684,16725,15679,14790,227,203,925,879,177,167,50,56,626,630,16257,15356,360,325,1366,1308,292,291,95,104
279,"Providence-Warwick, RI-MA","1,677,803","1,676,579",1675774,1,,0.14,1,"234,940",11.3,1,4580,1,1676579,1675401,1675774,-1178,373,3874,15127,4720,18481,-846,-3354,56,1077,-342,2427,-286,3504,0,-46,223,"1,676,579","820,379",856200,694518,728430,66684,66367,8393,7974,26354,28631,1510,1495,22920,23303,715020,748938,81174,81306,14348,14312,32045,34288,2681,2690,700810,739024,605306,641503,49316,48640,2964,3014,25289,27548,518,507,17417,17812,620859,657145,59609,59284,7491,7845,30278,32563,1400,1448,119569,117176,89212,86927,17368,17727,5429,4960,1065,1083,992,988,5503,5491,94161,91793,21565,22022,6857,6467,1767,1725,1281,1242
280,"Provo-Orem, UT","732,197","671,185",697141,1,,0.07,0,"48,201",10.1,1,583,0,671185,674967,697141,3782,22174,3073,11558,886,3226,2187,8332,-8,284,1516,13628,1508,13912,0,87,-70,"671,172","340,446",330726,315066,306321,3087,2549,3108,2891,5745,6527,3492,2953,9948,9485,324427,315304,5172,4525,5269,5009,10156,10755,6476,5611,294892,287221,274088,267249,2285,1755,1488,1474,5420,6197,3266,2702,8345,7844,281941,274677,3970,3341,2924,2814,9372,9950,5978,5124,45554,43505,40978,39072,802,794,1620,1417,325,330,226,251,1603,1641,42486,40627,1202,1184,2345,2195,784,805,498,487
281,"Pueblo, CO MSA","169,422","168,162",169622,0,308.5,0.04,0,"6,180",17.6,1,,0,168162,168467,169622,305,1155,431,1723,590,2283,-159,-560,0,13,470,1699,470,1712,0,-6,3,"168,165","83,458",84707,74533,76248,2522,1974,2736,2721,892,1094,155,155,2620,2515,76974,78599,3269,2662,4221,4201,1443,1605,320,277,48652,49502,44028,45284,1873,1260,565,612,667,889,63,71,1456,1386,45387,46574,2364,1726,1207,1264,1056,1253,170,141,34806,35205,30505,30964,649,714,2171,2109,225,205,92,84,1164,1129,31587,32025,905,936,3014,2937,387,352,150,136
282,"Punta Gorda, FL MSA","206,134","186,847",194843,0,375,0.10,0,"18,558",10.6,1,367,0,186847,187960,194843,1113,6883,259,1002,831,3500,-572,-2498,6,120,1728,9406,1734,9526,0,-49,-145,"186,825","91,934",94891,82638,86018,6179,5242,349,414,1106,1578,79,55,1583,1584,84090,87465,6990,6051,825,893,1537,1992,163,171,84837,87916,76416,79880,5728,4825,231,290,1072,1540,53,44,1337,1337,77632,81096,6388,5476,632,691,1463,1915,129,145,7097,6975,6222,6138,451,417,118,124,34,38,26,11,246,247,6458,6369,602,575,193,202,74,77,34,26
283,"Racine, WI","196,613","197,727",196896,0,,0.05,0,"10,409",12.3,1,625,0,197727,197440,196896,-287,-544,511,2175,588,2231,-77,-56,-1,48,-207,-571,-208,-523,1,-2,35,"197,735","98,404",99331,81832,82377,11743,11773,692,677,1242,1472,67,83,2828,2949,84504,85147,13724,13803,1370,1447,1668,1917,161,186,84227,85597,69477,70550,10939,10931,342,342,1144,1405,31,36,2294,2333,71655,72746,12565,12565,812,884,1515,1776,110,114,14177,13734,12355,11827,804,842,350,335,98,67,36,47,534,616,12849,12401,1159,1238,558,563,153,141,51,72
284,"Raleigh-Cary, NC","1,509,231","1,413,982",1448411,1,,0.12,1,"176,342",9.22,0,2404,1,1413982,1420225,1448411,6243,28186,3821,15478,2575,10535,1246,4943,108,1536,4797,21743,4905,23279,0,92,-36,"1,413,967","694,349",719618,487029,492968,136034,154385,6328,5985,46415,46613,715,734,17828,18933,502840,509480,145955,165193,11339,11571,52654,53106,1426,1493,608343,636326,417740,426435,127833,145797,2130,2218,45586,45801,277,287,14777,15788,430829,440204,135977,154706,5871,6513,51066,51510,814,892,86006,83292,69289,66533,8201,8588,4198,3767,829,812,438,447,3051,3145,72011,69276,9978,10487,5468,5058,1588,1596,612,601
285,"Rapid City, SD MSA","155,974","147,392",141979,0,,0.02,0,"2,970",12.5,1,749,0,139074,139328,141979,254,2651,414,1665,389,1469,25,196,2,90,229,2379,231,2469,0,-2,-14,147393,75404,71989,64109,61267,1440,802,6126,6157,861,1019,84,58,2784,2686,66660,63732,2221,1521,7915,7940,1432,1548,220,165,71719,68592,61927,59139,1368,745,5124,5293,822,994,53,54,2425,2367,64157,61324,2033,1374,6646,6860,1344,1460,163,127,3685,3397,2182,2128,72,57,1002,864,39,25,31,4,359,319,2503,2408,188,147,1269,1080,88,88,57,38
